make,model,year,mileage,Mileage condition,price,Price level,color,state,price condition,color condition,price value condition,mileage color condition
Ford,Altima,2018,63851,Excellent,18351,Level2,red,IL,FALSE,FALSE,NOT ELIGIBLE,ELIGIBLE
Toyota,Camry,2011,63854,Excellent,25428,Level3,black,IL,FALSE,FALSE,NOT ELIGIBLE,ELIGIBLE
Honda,Cruze,2018,63917,Excellent,47289,Level5,red,TX,TRUE,TRUE,ELIGIBLE,ELIGIBLE
Toyota,Cruze,2013,64109,Excellent,28550,Level3,blue,TX,FALSE,FALSE,NOT ELIGIBLE,ELIGIBLE
Toyota,Altima,2010,64316,Excellent,45297,Level5,silver,CA,TRUE,TRUE,ELIGIBLE,NOT ELIGIBLE
Chevrolet,Fusion,2012,64367,Excellent,15155,Level2,silver,NY,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Toyota,Fusion,2011,64371,Excellent,37039,Level4,black,TX,FALSE,FALSE,NOT ELIGIBLE,ELIGIBLE
Chevrolet,Accord,2013,64572,Excellent,38058,Level4,red,IL,FALSE,FALSE,NOT ELIGIBLE,ELIGIBLE
Toyota,Accord,2012,64721,Excellent,37830,Level4,white,TX,FALSE,FALSE,NOT ELIGIBLE,ELIGIBLE
Chevrolet,Camry,2010,64763,Excellent,43757,Level5,white,IL,FALSE,TRUE,NOT ELIGIBLE,NOT ELIGIBLE
Toyota,Accord,2011,64820,Excellent,13491,Level2,blue,TX,FALSE,FALSE,NOT ELIGIBLE,ELIGIBLE
Ford,Cruze,2012,64858,Excellent,24230,Level3,red,FL,FALSE,FALSE,NOT ELIGIBLE,ELIGIBLE
Chevrolet,Fusion,2017,64879,Excellent,43126,Level5,silver,CA,FALSE,TRUE,NOT ELIGIBLE,NOT ELIGIBLE
Toyota,Altima,2018,65052,Excellent,17325,Level2,white,NY,FALSE,FALSE,NOT ELIGIBLE,ELIGIBLE
Toyota,Cruze,2015,65113,Excellent,14382,Level2,white,NY,FALSE,FALSE,NOT ELIGIBLE,ELIGIBLE
Honda,Accord,2012,65124,Excellent,10319,Level2,black,TX,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Nissan,Cruze,2011,65150,Excellent,42105,Level5,black,TX,FALSE,TRUE,NOT ELIGIBLE,NOT ELIGIBLE
Toyota,Cruze,2013,65297,Excellent,29544,Level3,silver,NY,FALSE,FALSE,NOT ELIGIBLE,ELIGIBLE
Honda,Camry,2012,65389,Excellent,32971,Level4,white,CA,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Toyota,Cruze,2010,65413,Excellent,37760,Level4,red,TX,FALSE,FALSE,NOT ELIGIBLE,ELIGIBLE
Toyota,Camry,2012,65415,Excellent,39905,Level4,red,NY,FALSE,FALSE,NOT ELIGIBLE,ELIGIBLE
Ford,Camry,2014,65575,Excellent,39014,Level4,red,CA,FALSE,FALSE,NOT ELIGIBLE,ELIGIBLE
Ford,Cruze,2013,65602,Excellent,29797,Level3,blue,IL,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Ford,Accord,2017,65746,Excellent,49242,Level5,white,FL,TRUE,TRUE,ELIGIBLE,NOT ELIGIBLE
Honda,Altima,2018,65777,Excellent,40998,Level5,red,TX,FALSE,TRUE,NOT ELIGIBLE,ELIGIBLE
Chevrolet,Accord,2011,65871,Excellent,13308,Level2,red,TX,FALSE,FALSE,NOT ELIGIBLE,ELIGIBLE
Nissan,Accord,2012,65905,Excellent,18361,Level2,blue,TX,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Honda,Altima,2011,66092,Excellent,40552,Level5,silver,TX,FALSE,TRUE,NOT ELIGIBLE,NOT ELIGIBLE
Nissan,Fusion,2010,66163,Excellent,36421,Level4,white,IL,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Honda,Accord,2017,66330,Excellent,27324,Level3,red,FL,FALSE,FALSE,NOT ELIGIBLE,ELIGIBLE
Ford,Cruze,2012,66365,Excellent,29545,Level3,black,NY,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Chevrolet,Cruze,2015,67158,Excellent,12972,Level2,black,CA,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Nissan,Fusion,2012,67229,Excellent,40220,Level5,black,IL,FALSE,TRUE,NOT ELIGIBLE,NOT ELIGIBLE
Nissan,Accord,2018,67273,Excellent,28814,Level3,blue,IL,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Chevrolet,Fusion,2015,67312,Excellent,26247,Level3,silver,TX,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Nissan,Altima,2016,67334,Excellent,12486,Level2,blue,CA,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Nissan,Accord,2010,67352,Excellent,33656,Level4,red,TX,FALSE,FALSE,NOT ELIGIBLE,ELIGIBLE
Nissan,Altima,2016,67374,Excellent,37754,Level4,silver,TX,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Nissan,Accord,2012,67415,Excellent,15599,Level2,white,FL,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Ford,Fusion,2011,67439,Excellent,25143,Level3,white,TX,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Ford,Cruze,2011,67456,Excellent,23716,Level3,silver,IL,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Nissan,Accord,2014,67663,Excellent,25891,Level3,silver,FL,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Ford,Cruze,2010,67858,Excellent,13810,Level2,red,TX,FALSE,FALSE,NOT ELIGIBLE,ELIGIBLE
Nissan,Cruze,2014,68161,Excellent,18452,Level2,black,IL,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Chevrolet,Accord,2017,68264,Excellent,15632,Level2,white,TX,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Chevrolet,Altima,2014,68376,Excellent,37334,Level4,red,CA,FALSE,FALSE,NOT ELIGIBLE,ELIGIBLE
Ford,Camry,2017,68513,Excellent,17094,Level2,black,FL,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Nissan,Altima,2017,68580,Excellent,49781,Level5,blue,FL,TRUE,TRUE,ELIGIBLE,NOT ELIGIBLE
Honda,Fusion,2011,68596,Excellent,37208,Level4,silver,FL,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Ford,Cruze,2017,68806,Excellent,49907,Level5,silver,CA,TRUE,TRUE,ELIGIBLE,NOT ELIGIBLE
Honda,Accord,2011,68878,Excellent,10801,Level2,blue,TX,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Toyota,Cruze,2015,68976,Excellent,11070,Level2,blue,FL,FALSE,FALSE,NOT ELIGIBLE,ELIGIBLE
Honda,Accord,2010,69035,Excellent,10908,Level2,blue,FL,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Honda,Altima,2012,69083,Excellent,33518,Level4,silver,TX,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Ford,Altima,2015,69110,Excellent,35961,Level4,red,NY,FALSE,FALSE,NOT ELIGIBLE,ELIGIBLE
Nissan,Cruze,2010,69244,Excellent,19275,Level2,blue,FL,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Ford,Cruze,2012,69318,Excellent,12866,Level2,blue,CA,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Nissan,Accord,2011,69376,Excellent,12797,Level2,red,CA,FALSE,FALSE,NOT ELIGIBLE,ELIGIBLE
Toyota,Accord,2017,69402,Excellent,43998,Level5,blue,TX,FALSE,TRUE,NOT ELIGIBLE,NOT ELIGIBLE
Nissan,Altima,2013,69413,Excellent,38136,Level4,silver,TX,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Nissan,Camry,2016,69423,Excellent,34455,Level4,blue,CA,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Nissan,Cruze,2013,69549,Excellent,49278,Level5,blue,CA,TRUE,TRUE,ELIGIBLE,NOT ELIGIBLE
Honda,Altima,2017,69823,Excellent,14480,Level2,white,CA,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Ford,Cruze,2018,69843,Excellent,24188,Level3,blue,TX,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Toyota,Accord,2011,69854,Excellent,30886,Level4,blue,CA,FALSE,FALSE,NOT ELIGIBLE,ELIGIBLE
Toyota,Camry,2010,69884,Excellent,47735,Level5,red,NY,TRUE,TRUE,ELIGIBLE,ELIGIBLE
Ford,Fusion,2014,70025,Excellent,33898,Level4,black,NY,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Toyota,Fusion,2014,70067,Excellent,46444,Level5,blue,CA,TRUE,TRUE,ELIGIBLE,NOT ELIGIBLE
Chevrolet,Cruze,2012,70135,Excellent,21949,Level3,red,CA,FALSE,FALSE,NOT ELIGIBLE,ELIGIBLE
Chevrolet,Accord,2014,70149,Excellent,46482,Level5,silver,IL,TRUE,TRUE,ELIGIBLE,NOT ELIGIBLE
Honda,Camry,2010,70329,Excellent,23971,Level3,silver,TX,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Toyota,Cruze,2015,70406,Excellent,25666,Level3,black,FL,FALSE,FALSE,NOT ELIGIBLE,ELIGIBLE
Honda,Cruze,2014,70439,Excellent,48293,Level5,white,NY,TRUE,TRUE,ELIGIBLE,NOT ELIGIBLE
Ford,Altima,2012,70500,Excellent,35051,Level4,blue,TX,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Ford,Accord,2017,70597,Excellent,10697,Level2,white,IL,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Toyota,Cruze,2016,70758,Excellent,48267,Level5,red,TX,TRUE,TRUE,ELIGIBLE,ELIGIBLE
Toyota,Altima,2016,70914,Excellent,43582,Level5,silver,NY,FALSE,TRUE,NOT ELIGIBLE,NOT ELIGIBLE
Ford,Fusion,2018,71010,Excellent,49401,Level5,blue,TX,TRUE,TRUE,ELIGIBLE,NOT ELIGIBLE
Nissan,Altima,2016,71025,Excellent,27368,Level3,blue,FL,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Nissan,Altima,2016,71109,Excellent,27649,Level3,blue,TX,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Ford,Cruze,2015,71186,Excellent,29725,Level3,black,NY,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Ford,Accord,2016,71204,Excellent,35277,Level4,white,NY,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Nissan,Altima,2015,71480,Excellent,19878,Level2,red,CA,FALSE,FALSE,NOT ELIGIBLE,ELIGIBLE
Honda,Camry,2017,71588,Excellent,17712,Level2,silver,NY,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Toyota,Accord,2014,71700,Excellent,30899,Level4,blue,TX,FALSE,FALSE,NOT ELIGIBLE,ELIGIBLE
Nissan,Fusion,2010,71748,Excellent,44294,Level5,white,CA,FALSE,TRUE,NOT ELIGIBLE,NOT ELIGIBLE
Nissan,Camry,2010,71827,Excellent,23000,Level3,white,NY,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Ford,Camry,2015,71922,Excellent,17576,Level2,red,NY,FALSE,FALSE,NOT ELIGIBLE,ELIGIBLE
Honda,Accord,2017,71930,Excellent,37752,Level4,white,CA,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Toyota,Accord,2016,72017,Excellent,20621,Level3,silver,NY,FALSE,FALSE,NOT ELIGIBLE,ELIGIBLE
Nissan,Fusion,2010,72041,Excellent,29198,Level3,black,CA,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Ford,Altima,2010,72079,Excellent,10539,Level2,silver,FL,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Chevrolet,Accord,2013,72170,Excellent,33688,Level4,black,FL,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Toyota,Altima,2018,72348,Excellent,12722,Level2,red,FL,FALSE,FALSE,NOT ELIGIBLE,ELIGIBLE
Honda,Fusion,2018,72574,Excellent,10032,Level2,blue,NY,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Toyota,Cruze,2010,72591,Excellent,37387,Level4,red,NY,FALSE,FALSE,NOT ELIGIBLE,ELIGIBLE
Ford,Cruze,2011,72653,Excellent,41021,Level5,white,TX,FALSE,TRUE,NOT ELIGIBLE,NOT ELIGIBLE
Toyota,Camry,2010,72701,Excellent,44661,Level5,black,TX,FALSE,TRUE,NOT ELIGIBLE,NOT ELIGIBLE
Ford,Accord,2012,72705,Excellent,27587,Level3,silver,CA,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Ford,Altima,2012,72734,Excellent,49359,Level5,black,CA,TRUE,TRUE,ELIGIBLE,NOT ELIGIBLE
Nissan,Accord,2018,72736,Excellent,15758,Level2,white,NY,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Nissan,Fusion,2011,72772,Excellent,40874,Level5,red,FL,FALSE,TRUE,NOT ELIGIBLE,ELIGIBLE
Ford,Cruze,2011,72867,Excellent,17234,Level2,white,NY,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Ford,Fusion,2016,73105,Excellent,17516,Level2,blue,IL,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Toyota,Accord,2012,73387,Excellent,27021,Level3,white,TX,FALSE,FALSE,NOT ELIGIBLE,ELIGIBLE
Nissan,Altima,2011,73536,Excellent,44486,Level5,red,FL,FALSE,TRUE,NOT ELIGIBLE,ELIGIBLE
Toyota,Cruze,2012,73565,Excellent,35993,Level4,white,CA,FALSE,FALSE,NOT ELIGIBLE,ELIGIBLE
Toyota,Camry,2012,73749,Excellent,32558,Level4,red,TX,FALSE,FALSE,NOT ELIGIBLE,ELIGIBLE
Honda,Accord,2013,73801,Excellent,43499,Level5,silver,TX,FALSE,TRUE,NOT ELIGIBLE,NOT ELIGIBLE
Ford,Cruze,2018,73930,Excellent,37517,Level4,blue,CA,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Chevrolet,Fusion,2017,73934,Excellent,30651,Level4,blue,NY,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Chevrolet,Camry,2014,74050,Excellent,11975,Level2,white,NY,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Nissan,Camry,2016,74079,Excellent,25169,Level3,red,FL,FALSE,FALSE,NOT ELIGIBLE,ELIGIBLE
Nissan,Cruze,2011,74085,Excellent,39711,Level4,silver,IL,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Nissan,Altima,2016,74116,Excellent,36768,Level4,white,IL,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Toyota,Fusion,2012,74178,Excellent,38086,Level4,black,NY,FALSE,FALSE,NOT ELIGIBLE,ELIGIBLE
Chevrolet,Altima,2011,74267,Excellent,23944,Level3,blue,FL,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Toyota,Cruze,2014,74379,Excellent,47467,Level5,red,FL,TRUE,TRUE,ELIGIBLE,ELIGIBLE
Nissan,Altima,2014,74416,Excellent,39246,Level4,black,NY,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Chevrolet,Camry,2013,74516,Excellent,43708,Level5,black,IL,FALSE,TRUE,NOT ELIGIBLE,NOT ELIGIBLE
Ford,Cruze,2012,74771,Excellent,23515,Level3,black,FL,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Honda,Altima,2017,74772,Excellent,48787,Level5,white,NY,TRUE,TRUE,ELIGIBLE,NOT ELIGIBLE
Chevrolet,Cruze,2018,75198,Excellent,17882,Level2,white,FL,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Chevrolet,Accord,2016,75296,Excellent,46715,Level5,red,CA,TRUE,TRUE,ELIGIBLE,ELIGIBLE
Honda,Accord,2013,75311,Excellent,28296,Level3,white,NY,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Ford,Altima,2015,75443,Excellent,26895,Level3,white,FL,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Chevrolet,Accord,2017,75565,Excellent,30933,Level4,red,TX,FALSE,FALSE,NOT ELIGIBLE,ELIGIBLE
Chevrolet,Cruze,2017,75596,Excellent,29079,Level3,white,FL,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Chevrolet,Accord,2013,75756,Excellent,17613,Level2,blue,IL,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Chevrolet,Fusion,2010,75831,Excellent,38346,Level4,silver,FL,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Honda,Accord,2013,76116,Excellent,44456,Level5,white,CA,FALSE,TRUE,NOT ELIGIBLE,NOT ELIGIBLE
Chevrolet,Accord,2012,76301,Excellent,33780,Level4,red,FL,FALSE,FALSE,NOT ELIGIBLE,ELIGIBLE
Ford,Accord,2010,76312,Excellent,30185,Level4,blue,FL,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Nissan,Altima,2016,76351,Excellent,14690,Level2,black,IL,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Nissan,Altima,2010,76542,Excellent,14973,Level2,black,IL,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Nissan,Fusion,2015,76579,Excellent,31080,Level4,blue,CA,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Toyota,Altima,2016,76606,Excellent,17055,Level2,black,NY,FALSE,FALSE,NOT ELIGIBLE,ELIGIBLE
Honda,Accord,2018,76692,Excellent,24581,Level3,red,IL,FALSE,FALSE,NOT ELIGIBLE,ELIGIBLE
Toyota,Cruze,2010,76705,Excellent,34530,Level4,silver,IL,FALSE,FALSE,NOT ELIGIBLE,ELIGIBLE
Nissan,Camry,2014,76909,Excellent,42120,Level5,silver,NY,FALSE,TRUE,NOT ELIGIBLE,NOT ELIGIBLE
Ford,Accord,2013,76917,Excellent,42116,Level5,silver,CA,FALSE,TRUE,NOT ELIGIBLE,NOT ELIGIBLE
Nissan,Fusion,2015,76925,Excellent,13588,Level2,black,TX,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Chevrolet,Altima,2014,77003,Excellent,39335,Level4,red,FL,FALSE,FALSE,NOT ELIGIBLE,ELIGIBLE
Ford,Accord,2013,77041,Excellent,18888,Level2,black,FL,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Toyota,Camry,2013,77107,Excellent,45393,Level5,white,CA,TRUE,TRUE,ELIGIBLE,NOT ELIGIBLE
Chevrolet,Cruze,2010,77114,Excellent,41600,Level5,silver,TX,FALSE,TRUE,NOT ELIGIBLE,NOT ELIGIBLE
Toyota,Altima,2013,77133,Excellent,11286,Level2,black,IL,FALSE,FALSE,NOT ELIGIBLE,ELIGIBLE
Honda,Camry,2013,77144,Excellent,37003,Level4,silver,IL,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Chevrolet,Altima,2018,77343,Excellent,38677,Level4,blue,CA,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Toyota,Fusion,2017,77362,Excellent,47268,Level5,white,CA,TRUE,TRUE,ELIGIBLE,NOT ELIGIBLE
Toyota,Cruze,2014,77396,Excellent,34897,Level4,white,FL,FALSE,FALSE,NOT ELIGIBLE,ELIGIBLE
Ford,Accord,2016,77463,Excellent,12786,Level2,red,CA,FALSE,FALSE,NOT ELIGIBLE,ELIGIBLE
Honda,Fusion,2014,77555,Excellent,15880,Level2,silver,TX,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Chevrolet,Fusion,2015,77641,Excellent,31940,Level4,silver,CA,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Chevrolet,Altima,2011,77718,Excellent,40297,Level5,blue,CA,FALSE,TRUE,NOT ELIGIBLE,NOT ELIGIBLE
Chevrolet,Accord,2016,77747,Excellent,39574,Level4,white,NY,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Honda,Accord,2013,77826,Excellent,36482,Level4,blue,NY,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Honda,Cruze,2018,77840,Excellent,35296,Level4,white,TX,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Nissan,Accord,2015,77883,Excellent,25144,Level3,red,IL,FALSE,FALSE,NOT ELIGIBLE,ELIGIBLE
Honda,Camry,2016,77970,Excellent,13406,Level2,red,TX,FALSE,FALSE,NOT ELIGIBLE,ELIGIBLE
Ford,Altima,2014,78013,Excellent,37398,Level4,white,CA,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Honda,Altima,2014,78020,Excellent,24800,Level3,silver,TX,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Nissan,Fusion,2010,78061,Excellent,39701,Level4,white,CA,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Ford,Fusion,2012,78092,Excellent,22058,Level3,blue,IL,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Toyota,Accord,2016,78195,Excellent,20105,Level3,white,CA,FALSE,FALSE,NOT ELIGIBLE,ELIGIBLE
Nissan,Fusion,2015,78246,Excellent,27626,Level3,blue,NY,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Nissan,Camry,2018,78412,Excellent,46579,Level5,red,TX,TRUE,TRUE,ELIGIBLE,ELIGIBLE
Toyota,Camry,2017,78493,Excellent,34265,Level4,black,TX,FALSE,FALSE,NOT ELIGIBLE,ELIGIBLE
Chevrolet,Camry,2012,78562,Excellent,15896,Level2,white,NY,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Toyota,Accord,2015,78651,Excellent,34246,Level4,black,IL,FALSE,FALSE,NOT ELIGIBLE,ELIGIBLE
Toyota,Accord,2012,78787,Excellent,29497,Level3,black,FL,FALSE,FALSE,NOT ELIGIBLE,ELIGIBLE
Chevrolet,Camry,2018,78890,Excellent,48430,Level5,red,NY,TRUE,TRUE,ELIGIBLE,ELIGIBLE
Ford,Camry,2014,79015,Excellent,24020,Level3,blue,CA,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Nissan,Fusion,2010,79097,Excellent,36667,Level4,red,TX,FALSE,FALSE,NOT ELIGIBLE,ELIGIBLE
Chevrolet,Fusion,2015,79162,Excellent,30602,Level4,blue,IL,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Nissan,Cruze,2013,79173,Excellent,30198,Level4,red,TX,FALSE,FALSE,NOT ELIGIBLE,ELIGIBLE
Honda,Cruze,2015,79325,Excellent,37390,Level4,silver,FL,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Chevrolet,Fusion,2015,79367,Excellent,36525,Level4,blue,IL,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Chevrolet,Altima,2018,79387,Excellent,17762,Level2,red,IL,FALSE,FALSE,NOT ELIGIBLE,ELIGIBLE
Nissan,Fusion,2011,79625,Excellent,47280,Level5,silver,FL,TRUE,TRUE,ELIGIBLE,NOT ELIGIBLE
Nissan,Accord,2013,79645,Excellent,27302,Level3,white,IL,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Nissan,Cruze,2016,79775,Excellent,36485,Level4,black,TX,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Toyota,Fusion,2013,80077,Excellent,23483,Level3,white,CA,FALSE,FALSE,NOT ELIGIBLE,ELIGIBLE
Chevrolet,Accord,2010,80428,Excellent,37518,Level4,red,CA,FALSE,FALSE,NOT ELIGIBLE,ELIGIBLE
Nissan,Cruze,2010,80620,Excellent,48811,Level5,silver,FL,TRUE,TRUE,ELIGIBLE,NOT ELIGIBLE
Honda,Cruze,2015,80746,Excellent,13727,Level2,silver,CA,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Honda,Altima,2013,80760,Excellent,29121,Level3,red,IL,FALSE,FALSE,NOT ELIGIBLE,ELIGIBLE
Toyota,Accord,2013,80982,Excellent,42502,Level5,silver,IL,FALSE,TRUE,NOT ELIGIBLE,NOT ELIGIBLE
Toyota,Camry,2011,81065,Excellent,40197,Level5,blue,NY,FALSE,TRUE,NOT ELIGIBLE,NOT ELIGIBLE
Nissan,Cruze,2014,81102,Excellent,29753,Level3,red,IL,FALSE,FALSE,NOT ELIGIBLE,ELIGIBLE
Honda,Accord,2016,81176,Excellent,24038,Level3,white,IL,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Nissan,Altima,2011,81203,Excellent,19967,Level2,silver,IL,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Chevrolet,Altima,2016,81214,Excellent,34270,Level4,black,TX,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Nissan,Fusion,2012,81296,Excellent,29894,Level3,red,FL,FALSE,FALSE,NOT ELIGIBLE,ELIGIBLE
Ford,Fusion,2013,81317,Excellent,13777,Level2,black,TX,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Honda,Fusion,2014,81328,Excellent,49920,Level5,red,CA,TRUE,TRUE,ELIGIBLE,ELIGIBLE
Nissan,Accord,2018,81487,Excellent,24536,Level3,blue,IL,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Ford,Cruze,2017,81679,Excellent,45552,Level5,black,TX,TRUE,TRUE,ELIGIBLE,NOT ELIGIBLE
Toyota,Camry,2017,81830,Excellent,25514,Level3,black,TX,FALSE,FALSE,NOT ELIGIBLE,ELIGIBLE
