Customer_ID,Product_Code,Unit_Price_Code,Location_Code,Currency_Code,Unit_of_Measure,Sales_Quantity,Sales_Date,Promotion_Code,Discount_Code,Loyalty_Program_Code,History,Created_DT,Created_User,Updated_DT,Updated_User
C000012,PC003,UPC003,L006,SDG,Nos,1,2010-05-09,,DC002,LP006,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000013,PC004,UPC004,L001,INR,Kilogram,2,2010-05-10,,DC003,LP007,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000014,PC005,UPC005,L001,INR,Kilogram,5,2010-05-11,,DC004,LP008,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000015,PC006,UPC006,L005,USD,Nos,3,2010-05-12,,DC005,LP009,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000016,PC007,UPC007,L008,USD,Nos,1,2010-05-13,,,LP010,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000017,PC008,UPC008,L003,USD,Kilogram,2,2010-05-14,,,,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000018,PC009,UPC009,L005,INR,Kilogram,1,2010-05-15,,,,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000019,PC010,UPC010,L006,INR,Kilogram,1,2010-05-16,PRO0003,,,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000020,PC011,UPC011,L007,SDG,Kilogram,3,2010-05-17,,,,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000001,PC012,UPC012,L007,SDG,Nos,1,2010-05-18,,,,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000002,PC013,UPC013,L007,USD,Nos,2,2010-05-19,,,,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000003,PC014,UPC014,L004,SDG,Nos,5,2010-05-20,,,,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000004,PC015,UPC015,L005,USD,Nos,3,2010-05-21,,,,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000005,PC016,UPC016,L001,USD,Kilogram,1,2010-05-22,,,,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000006,PC017,UPC017,L005,SDG,Kilogram,2,2010-05-23,,,,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000007,PC018,UPC018,L008,SDG,Nos,1,2010-05-24,,,,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000008,PC001,UPC001,L006,USD,Liter,1,2010-05-25,,,,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000009,PC002,UPC002,L009,USD,Liter,3,2010-05-26,,,,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000010,PC003,UPC003,L006,INR,Nos,1,2010-05-27,,DC001,,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000011,PC004,UPC004,L004,SDG,Kilogram,2,2010-05-28,,DC002,,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000012,PC002,UPC002,L006,INR,Liter,5,2010-05-29,,DC003,,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000013,PC003,UPC003,L002,USD,Nos,3,2010-05-30,,DC004,,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000014,PC004,UPC004,L009,USD,Kilogram,1,2010-05-31,,DC005,,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000015,PC005,UPC005,L009,USD,Kilogram,2,2010-06-01,,,,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000016,PC006,UPC006,L001,INR,Nos,1,2010-06-02,,,LP001,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000017,PC007,UPC007,L001,USD,Nos,1,2010-06-03,,,LP002,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000018,PC008,UPC008,L007,USD,Kilogram,3,2010-06-04,PRO0001,,LP003,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000019,PC009,UPC009,L002,SDG,Kilogram,1,2010-06-05,,,LP004,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000020,PC010,UPC010,L001,USD,Kilogram,2,2010-06-06,,,LP005,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000001,PC011,UPC011,L007,SDG,Kilogram,5,2010-06-07,,,LP006,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000002,PC012,UPC012,L005,USD,Nos,3,2010-06-08,,,LP007,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000003,PC013,UPC013,L009,INR,Nos,1,2010-06-09,,,LP008,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000004,PC014,UPC014,L010,INR,Nos,2,2010-06-10,,,LP009,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000005,PC015,UPC015,L007,INR,Nos,1,2010-06-11,,,LP010,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000006,PC016,UPC016,L001,SDG,Kilogram,1,2010-06-12,PRO0002,,,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000007,PC017,UPC017,L001,SDG,Kilogram,3,2010-06-13,,,,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000008,PC018,UPC018,L005,USD,Nos,1,2010-06-14,,,,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000009,PC001,UPC001,L004,SDG,Liter,2,2010-06-15,,,,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000010,PC002,UPC002,L003,INR,Liter,5,2010-06-16,,DC001,,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000011,PC003,UPC003,L006,USD,Nos,3,2010-06-17,,DC002,,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000012,PC004,UPC004,L009,INR,Kilogram,1,2010-06-18,,DC003,,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000013,PC002,UPC002,L009,INR,Liter,2,2010-06-19,,DC004,,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000014,PC003,UPC003,L004,USD,Nos,1,2010-06-20,,DC005,,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000015,PC004,UPC004,L004,USD,Kilogram,1,2010-06-21,,,,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000016,PC005,UPC005,L004,USD,Kilogram,3,2010-06-22,,,,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000017,PC006,UPC006,L003,INR,Nos,1,2010-06-23,PRO0003,,,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000018,PC007,UPC007,L001,SDG,Nos,2,2010-06-24,,,,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000019,PC008,UPC008,L007,USD,Kilogram,5,2010-06-25,,,,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000020,PC009,UPC009,L009,INR,Kilogram,3,2010-06-26,,,,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000001,PC010,UPC010,L006,USD,Kilogram,1,2010-06-27,,,,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000002,PC011,UPC011,L002,SDG,Kilogram,2,2010-06-28,,,,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000003,PC012,UPC012,L002,USD,Nos,1,2010-06-29,,,LP001,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000004,PC013,UPC013,L006,SDG,Nos,1,2010-06-30,,,LP002,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000005,PC014,UPC014,L002,SDG,Nos,3,2010-07-01,,,LP003,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000006,PC015,UPC015,L010,USD,Nos,1,2010-07-02,,,LP004,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000007,PC016,UPC016,L001,SDG,Kilogram,2,2010-07-03,,,LP005,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000008,PC017,UPC017,L004,USD,Kilogram,5,2010-07-04,,,LP006,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000009,PC018,UPC018,L010,SDG,Nos,3,2010-07-05,,,LP007,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000010,PC001,UPC001,L001,INR,Liter,1,2010-07-06,,,LP008,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000011,PC002,UPC002,L006,SDG,Liter,2,2010-07-07,,,LP009,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000012,PC003,UPC003,L010,SDG,Nos,1,2010-07-08,,,LP010,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000013,PC004,UPC004,L002,USD,Kilogram,1,2010-07-09,,,,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000014,PC002,UPC002,L009,SDG,Liter,3,2010-07-10,,,,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000015,PC003,UPC003,L004,SDG,Nos,1,2010-07-11,,,,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000016,PC004,UPC004,L002,USD,Kilogram,2,2010-07-12,,,,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000017,PC005,UPC005,L008,USD,Kilogram,5,2010-07-13,,DC001,,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000018,PC006,UPC006,L007,INR,Nos,3,2010-07-14,,DC002,,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000019,PC007,UPC007,L003,USD,Nos,1,2010-07-15,PRO0001,DC003,,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000020,PC008,UPC008,L005,SDG,Kilogram,2,2010-07-16,,DC004,,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000001,PC009,UPC009,L001,SDG,Kilogram,1,2010-07-17,,DC005,,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000002,PC010,UPC010,L001,SDG,Kilogram,1,2010-07-18,,,,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000003,PC011,UPC011,L010,USD,Kilogram,3,2010-07-19,,,,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000004,PC012,UPC012,L002,USD,Nos,1,2010-07-20,,,,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000005,PC013,UPC013,L002,INR,Nos,2,2010-07-21,,,,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000006,PC014,UPC014,L005,SDG,Nos,5,2010-07-22,,,,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000007,PC015,UPC015,L001,USD,Nos,3,2010-07-23,PRO0002,,,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000008,PC016,UPC016,L009,USD,Kilogram,1,2010-07-24,,,,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000009,PC017,UPC017,L010,INR,Kilogram,2,2010-07-25,,,,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000010,PC018,UPC018,L001,USD,Nos,1,2010-07-26,,,,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000011,PC001,UPC001,L003,SDG,Liter,1,2010-07-27,,,,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000012,PC002,UPC002,L005,USD,Liter,3,2010-07-28,,,LP001,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000013,PC003,UPC003,L002,USD,Nos,1,2010-07-29,,,LP002,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000014,PC004,UPC004,L002,INR,Kilogram,2,2010-07-30,,,LP003,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000015,PC002,UPC002,L007,SDG,Liter,5,2010-07-31,,,LP004,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000016,PC003,UPC003,L010,INR,Nos,3,2010-08-01,,,LP005,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000017,PC004,UPC004,L007,INR,Kilogram,1,2010-08-02,,,LP006,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000018,PC005,UPC005,L003,USD,Kilogram,2,2010-08-03,PRO0003,,LP007,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000019,PC006,UPC006,L006,SDG,Nos,1,2010-08-04,,,LP008,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000020,PC007,UPC007,L002,USD,Nos,1,2010-08-05,,,LP009,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000001,PC008,UPC008,L006,USD,Kilogram,3,2010-08-06,,,LP010,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000002,PC009,UPC009,L006,SDG,Kilogram,1,2010-08-07,,,,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000003,PC010,UPC010,L009,SDG,Kilogram,2,2010-08-08,,,,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000004,PC011,UPC011,L008,USD,Kilogram,5,2010-08-09,,,,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000005,PC012,UPC012,L007,INR,Nos,3,2010-08-10,,DC001,,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000006,PC013,UPC013,L007,USD,Nos,1,2010-08-11,,DC002,,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000007,PC014,UPC014,L002,SDG,Nos,2,2010-08-12,,DC003,,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000008,PC015,UPC015,L004,SDG,Nos,1,2010-08-13,,DC004,,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000009,PC016,UPC016,L003,USD,Kilogram,1,2010-08-14,,DC005,,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000010,PC017,UPC017,L007,INR,Kilogram,3,2010-08-15,PRO0001,,,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000011,PC018,UPC018,L006,INR,Nos,1,2010-08-16,,,,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000012,PC001,UPC001,L002,USD,Liter,2,2010-08-17,,,,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000013,PC002,UPC002,L002,SDG,Liter,5,2010-08-18,,,,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000014,PC003,UPC003,L008,INR,Nos,3,2010-08-19,,,,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000015,PC004,UPC004,L006,INR,Kilogram,1,2010-08-20,,,,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000016,PC002,UPC002,L002,SDG,Liter,2,2010-08-21,,,,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000017,PC003,UPC003,L004,USD,Nos,1,2010-08-22,,,,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000018,PC004,UPC004,L001,USD,Kilogram,1,2010-08-23,PRO0002,,,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000019,PC005,UPC005,L002,INR,Kilogram,3,2010-08-24,,,,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000020,PC006,UPC006,L005,USD,Nos,1,2010-08-25,,,,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000001,PC007,UPC007,L002,SDG,Nos,2,2010-08-26,,,LP001,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000002,PC008,UPC008,L003,SDG,Kilogram,5,2010-08-27,,,LP002,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000003,PC009,UPC009,L006,USD,Kilogram,3,2010-08-28,,,LP003,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000004,PC010,UPC010,L003,SDG,Kilogram,1,2010-08-29,,,LP004,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000005,PC011,UPC011,L004,SDG,Kilogram,2,2010-08-30,,DC001,LP005,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000006,PC012,UPC012,L010,INR,Nos,1,2010-08-31,,DC002,LP006,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000007,PC013,UPC013,L004,USD,Nos,1,2010-09-01,,DC003,LP007,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000008,PC014,UPC014,L003,SDG,Nos,3,2010-09-02,,DC004,LP008,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000009,PC015,UPC015,L003,USD,Nos,1,2010-09-03,PRO0003,DC005,LP009,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000010,PC016,UPC016,L006,SDG,Kilogram,2,2010-09-04,,,LP010,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000011,PC017,UPC017,L003,INR,Kilogram,5,2010-09-05,,,,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000012,PC018,UPC018,L006,INR,Nos,3,2010-09-06,,,,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000013,PC001,UPC001,L002,INR,Liter,1,2010-09-07,,,,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000014,PC002,UPC002,L010,SDG,Liter,2,2010-09-08,,,,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000015,PC003,UPC003,L010,SDG,Nos,1,2010-09-09,,,,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000016,PC004,UPC004,L004,INR,Kilogram,1,2010-09-10,,,,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000017,PC002,UPC002,L010,SDG,Liter,3,2010-09-11,,,,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000018,PC003,UPC003,L008,USD,Nos,1,2010-09-12,,,,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000019,PC004,UPC004,L005,INR,Kilogram,2,2010-09-13,,,,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000020,PC005,UPC005,L010,INR,Kilogram,5,2010-09-14,,,,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000001,PC006,UPC006,L002,SDG,Nos,3,2010-09-15,,,,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000002,PC007,UPC007,L002,INR,Nos,1,2010-09-16,,,,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000003,PC008,UPC008,L009,USD,Kilogram,2,2010-09-17,,,,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000004,PC009,UPC009,L007,USD,Kilogram,1,2010-09-18,,,,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
